"","silver_history.csv Date","silver_history.csv Price","silver_history.csv Open","silver_history.csv High","silver_history.csv Low","silver_history.csv Volume"
"871",2012-06-15,1627,1624.3,1630,1621.5,"1020"
"872",2012-06-18,1625.7,1622.6,1627.6,1615,"250"
"873",2012-06-19,1622.2,1629.8,1630.7,1622,"30"
"874",2012-06-20,1614.8,1618.3,1618.3,1598.6,"140"
"875",2012-06-21,1564.5,1603.2,1603.3,1565.5,"30"
"876",2012-06-22,1566,1565.5,1569.3,1560,"20"
"877",2012-06-25,1587.5,1574.9,1587.3,1571,"30"
"878",2012-06-26,1574,1583.5,1583.5,1567.7,"100"
"879",2012-06-27,1577.5,1567,1571.6,1563,"50"
"880",2012-06-28,1549.7,1573.7,1573.7,1548.4,"130"
"881",2012-06-29,1603.5,1562.6,1600.4,1561.9,"60"
"882",2012-07-02,1597.2,1597.1,1598.3,1589.7,"40"
"883",2012-07-03,1621.3,1603.8,1624,1603.8,"40"
"884",2012-07-05,1608.9,1618.5,1619.2,1598,"30"
"885",2012-07-06,1578.4,1592.3,1593.8,1587,"20"
"886",2012-07-09,1588.6,1582.1,1582.1,1580.9,"10"
"887",2012-07-10,1579.3,1599.2,1599.8,1567.6,"10"
"888",2012-07-11,1575.2,1577.4,1579.5,1575.3,"10"
"889",2012-07-12,1564.9,1569.3,1574.7,1557.2,"40"
"890",2012-07-13,1591.6,1567.8,1594.1,1567.8,"30"
"891",2012-07-16,1591.2,1586.2,1589.7,1585.8,"10"
"892",2012-07-17,1589.1,1596,1596,1576.3,"30"
"893",2012-07-18,1570.4,1581.2,1583.7,1569.9,"30"
"894",2012-07-19,1580.1,1580,1586.9,1578.4,"60"
"895",2012-07-20,1582.5,1583.9,1584.4,1576.1,"10"
"896",2012-07-23,1577.1,1571.7,1572,1569.8,"0"
"897",2012-07-24,1576,1574,1581.9,1574,"10"
"898",2012-07-25,1608,1583.7,1603.9,1583.3,"10"
"899",2012-07-26,1615,1614.9,1614.9,1614.1,"10"
"900",2012-07-27,1617.9,1613.4,1613.4,1613.4,"60"
"901",2012-07-30,1619.7,1622.9,1625.8,1613.1,"52890"
"902",2012-07-31,1610.5,1621.1,1627.5,1610,"6280"
"903",2012-08-01,1603.7,1613.4,1617.6,1592,"3530"
"904",2012-08-02,1587.4,1600,1615,1583.1,"930"
"905",2012-08-03,1606,1589.3,1605.7,1585.1,"680"
"906",2012-08-06,1612.9,1604.7,1614.1,1603.2,"660"
"907",2012-08-07,1609.7,1610.8,1615.7,1609,"450"
"908",2012-08-08,1612.9,1610.2,1614.8,1603,"340"
"909",2012-08-09,1617.1,1612.8,1617.1,1610.1,"430"
"910",2012-08-10,1619.7,1615.8,1624.1,1605,"1220"
"911",2012-08-13,1609.6,1622,1623.7,1607.3,"400"
"912",2012-08-14,1599.4,1612.8,1615.6,1591.2,"910"
"913",2012-08-15,1603.7,1593.8,1604.6,1592,"280"
"914",2012-08-16,1616.1,1600.2,1615.7,1600.2,"200"
"915",2012-08-17,1616.3,1617.8,1617.8,1611.4,"250"
"916",2012-08-20,1620.1,1614,1621.4,1611.6,"70"
"917",2012-08-21,1639.9,1620,1639,1620,"260"
"918",2012-08-22,1637.4,1638.4,1653.1,1635,"40"
"919",2012-08-23,1669.6,1659.9,1672.7,1658,"140"
"920",2012-08-24,1669.8,1665.8,1669.6,1662.2,"20"
"921",2012-08-27,1672.4,1674.9,1675.4,1663.9,"40"
"922",2012-08-28,1666.5,1659.9,1671,1659.2,"50"
"923",2012-08-29,1659.8,1667.2,1667.3,1665.2,"40"
"924",2012-08-30,1653.5,1655.4,1662,1650.7,"420"
"925",2012-08-31,1684.6,1658.6,1690,1646.2,"60"
"926",2012-09-04,1692.9,1689.1,1698,1687.7,"40"
"927",2012-09-05,1690.8,1690.4,1693.3,1690.4,"80"
"928",2012-09-06,1702.6,1696.4,1712.4,1696.4,"40"
"929",2012-09-07,1737.5,1696.7,1738.2,1696.7,"110"
"930",2012-09-10,1728.7,1733.1,1733.5,1727.2,"10"
"931",2012-09-11,1731.8,1736,1736,1735.8,"0"
"932",2012-09-12,1730.6,1742.2,1742.3,1730.5,"20"
"933",2012-09-13,1769.1,1728.7,1767.5,1728.7,"30"
"934",2012-09-14,1769.8,1771,1774.5,1766,"30"
"935",2012-09-17,1767.7,1774.8,1774.8,1753.8,"50"
"936",2012-09-18,1768.4,1766.3,1766.4,1766.3,"10"
"937",2012-09-19,1769,1776,1778.5,1768,"30"
"938",2012-09-20,1767.7,1769.1,1771.3,1759.7,"20"
"939",2012-09-21,1775.5,1785.3,1785.3,1772.3,"10"
"940",2012-09-24,1762.1,1762.1,1762.1,1762.1,"0"
"941",2012-09-25,1763.8,1772.6,1772.7,1772.6,"10"
"942",2012-09-26,1750.6,1762.8,1764.2,1737.6,"10"
"943",2012-09-27,1777.6,1752.6,1780.2,1750.7,"6990"
"944",2012-09-28,1771.1,1776.8,1782.2,1767.5,"2840"
"945",2012-10-01,1780.5,1766,1791,1763.3,"820"
"946",2012-10-02,1772.7,1777.9,1779.3,1773.1,"90"
"947",2012-10-03,1777.3,1772.2,1779.9,1771.9,"130"
"948",2012-10-04,1794.1,1783.5,1794.8,1783.5,"200"
"949",2012-10-05,1778.6,1792.2,1792.2,1776.6,"260"
"950",2012-10-08,1773.5,1778,1778,1766.8,"30"
"951",2012-10-09,1763,1776.7,1776.7,1762.3,"20"
"952",2012-10-10,1763.2,1762.4,1764.2,1758.1,"30"
"953",2012-10-11,1768.8,1761.6,1771,1761.6,"30"
"954",2012-10-12,1758,1769.5,1769.5,1753.6,"80"
"955",2012-10-15,1736,1750,1750,1729.9,"110"
"956",2012-10-16,1744.7,1736.7,1744.4,1736.6,"20"
"957",2012-10-17,1751.5,1749.4,1750.7,1746,"40"
"958",2012-10-18,1743.3,1749.1,1749.1,1740.5,"30"
"959",2012-10-19,1722.8,1741.1,1741.1,1721,"70"
"960",2012-10-22,1725.1,1715,1728.3,1715,"10"
"961",2012-10-23,1708.3,1726.6,1728.5,1708.4,"80"
"962",2012-10-24,1700.5,1708.4,1708.5,1698.6,"30"
"963",2012-10-25,1712,1711.7,1716.7,1711.7,"30"
"964",2012-10-26,1710.9,1706.1,1716.2,1706.1,"80"
"965",2012-10-29,1707.7,1712,1712,1707,"10"
"966",2012-10-30,1710.5,1709.1,1714.4,1709,"370"
"967",2012-10-31,1717.5,1714.4,1724.5,1714.4,"60"
"968",2012-11-01,1714.1,1722.3,1725.1,1714.9,"20"
"969",2012-11-02,1674.1,1711.3,1711.3,1674.3,"50"
"970",2012-11-05,1682.2,1682.8,1683.1,1674.3,"10"
"971",2012-11-06,1714.1,1690.1,1718,1690.1,"50"
"972",2012-11-07,1713.2,1707.7,1726.5,1703.7,"40"
"973",2012-11-08,1725.4,1715.9,1729.6,1714.2,"30"
"974",2012-11-09,1730.3,1733.7,1734.1,1727.6,"10"
"975",2012-11-12,1730.3,1733.2,1734.9,1733.2,"10"
"976",2012-11-13,1724.2,1721.6,1728.2,1718.5,"10"
"977",2012-11-14,1729.5,1722,1727.7,1722,"10"
"978",2012-11-15,1713.3,1724.9,1724.9,1706.3,"10"
"979",2012-11-16,1714.3,1710,1713.8,1706.9,"20"
"980",2012-11-19,1734,1721.8,1731,1721.8,"0"
"981",2012-11-20,1723.2,1730.6,1731.1,1722.5,"20"
"982",2012-11-21,1727.9,1725.8,1725.8,1725.8,"20"
"983",2012-11-23,1751.3,1735,1735,1735,"10"
"984",2012-11-26,1749.5,1750.3,1750.5,1749.4,"20"
"985",2012-11-27,1742.2,1746.4,1746.4,1745.2,"10"
"986",2012-11-28,1716.5,1739.8,1739.8,1716.3,"10"
"987",2012-11-29,1727.2,1719.6,1729,1717.7,"65600"
"988",2012-11-30,1710.9,1725.2,1731.2,1708.4,"3690"
"989",2012-12-03,1719.6,1714.9,1721.9,1714.5,"1240"
"990",2012-12-04,1694.4,1716.3,1716.8,1691.6,"1430"
"991",2012-12-05,1692.4,1697.1,1706,1685,"1260"
"992",2012-12-06,1700.3,1694.3,1702.1,1686.4,"530"
"993",2012-12-07,1704,1701.2,1704.5,1684,"170"
"994",2012-12-10,1713,1704.2,1717,1704.2,"90"
"995",2012-12-11,1708.2,1710,1714.1,1705.9,"90"
"996",2012-12-12,1716.6,1710.1,1722.3,1708,"200"
"997",2012-12-13,1695.6,1707.2,1707.2,1689.9,"240"
"998",2012-12-14,1695.8,1698.3,1699.2,1694.4,"70"
"999",2012-12-17,1697,1690.5,1698.5,1689.5,"70"
"1000",2012-12-18,1669.5,1701.4,1702.8,1661,"500"
"1001",2012-12-19,1666.5,1675.3,1676,1664.6,"80"
"1002",2012-12-20,1644.9,1667.9,1671,1637.6,"160"
"1003",2012-12-21,1659.1,1648,1656.7,1635.8,"80"
"1004",2012-12-24,1658.6,1657.7,1663.8,1654.9,"70"
"1005",2012-12-26,1659.8,1654.5,1666.7,1654.5,"70"
"1006",2012-12-27,1662.6,1656.2,1662.1,1656.2,"210"
"1007",2012-12-28,1654.9,1664,1664,1653.7,"200"
"1008",2012-12-31,1674.8,1655.4,1677.1,1655.4,"90"
"1009",2013-01-02,1687.9,1672.8,1693.8,1670,"40"
"1010",2013-01-03,1673.7,1686.1,1686.8,1662,"140"
"1011",2013-01-04,1648.1,1647,1658.3,1625.7,"200"
"1012",2013-01-07,1645.5,1656.5,1659.9,1643.8,"50"
"1013",2013-01-08,1661.5,1647.7,1659.5,1647.7,"20"
"1014",2013-01-09,1654.8,1658.6,1662.1,1651.2,"10"
"1015",2013-01-10,1677.3,1672.5,1673.8,1672.5,"10"
"1016",2013-01-11,1660,1673.1,1673.1,1654.2,"150"
"1017",2013-01-14,1668.9,1665.4,1673.8,1664.1,"10"
"1018",2013-01-15,1683.4,1671.6,1684.3,1671.6,"20"
"1019",2013-01-16,1682.7,1674.4,1680.5,1674.4,"10"
"1020",2013-01-17,1690.4,1676.4,1694.6,1671,"80"
"1021",2013-01-18,1686.6,1687.4,1692,1687.3,"10"
"1022",2013-01-22,1692.8,1690.3,1694.7,1687.8,"20"
"1023",2013-01-23,1686.3,1691.3,1693.7,1685.2,"30"
"1024",2013-01-24,1669.5,1680.8,1681.7,1668,"10"
"1025",2013-01-25,1656.4,1663,1663,1657.2,"40"
"1026",2013-01-28,1652.4,1651.6,1655.5,1651.6,"80"
"1027",2013-01-29,1660.7,1661.2,1661.5,1660.7,"20"
"1028",2013-01-30,1679.9,1662.4,1683.2,1661.8,"44890"
"1029",2013-01-31,1660.6,1675.4,1680,1657.4,"6040"
"1030",2013-02-01,1669.4,1663.9,1681.2,1659.9,"3250"
"1031",2013-02-04,1675.3,1668,1676.5,1661.6,"450"
"1032",2013-02-05,1672.4,1674.2,1683.4,1666.5,"350"
"1033",2013-02-06,1677.7,1672.2,1678.5,1668,"380"
"1034",2013-02-07,1670.4,1677,1682.1,1663.1,"480"
"1035",2013-02-08,1666,1671.5,1672.5,1664.8,"290"
"1036",2013-02-11,1648.2,1666.5,1668,1643.7,"870"
"1037",2013-02-12,1648.7,1643.8,1650.4,1642.4,"90"
"1038",2013-02-13,1644.2,1652.2,1652.3,1640.2,"240"
"1039",2013-02-14,1634.7,1641.1,1646.9,1632.7,"220"
"1040",2013-02-15,1608.8,1633.2,1633.9,1599.5,"460"
"1041",2013-02-19,1603.6,1610,1617,1599.7,"270"
"1042",2013-02-20,1577.6,1604.7,1606.9,1561.8,"280"
"1043",2013-02-21,1578.2,1568.5,1581.2,1554.5,"2020"
"1044",2013-02-22,1572.4,1580,1585.4,1572.3,"80"
"1045",2013-02-25,1586.2,1579.4,1596,1577.7,"120"
"1046",2013-02-26,1615.2,1593.3,1609,1589,"190"
"1047",2013-02-27,1595.2,1612.8,1612.8,1591.8,"700"
"1048",2013-02-28,1577.7,1596,1601.6,1575.1,"100"
"1049",2013-03-01,1571.9,1579.6,1585.6,1566,"70"
"1050",2013-03-04,1572.1,1580.8,1580.8,1569.7,"60"
"1051",2013-03-05,1574.6,1577.6,1585.5,1571.4,"70"
"1052",2013-03-06,1574.6,1577.6,1582.6,1566.8,"110"
"1053",2013-03-07,1574.8,1580,1583.5,1573.9,"50"
"1054",2013-03-08,1576.6,1578.6,1581.2,1561.8,"70"
"1055",2013-03-11,1577.8,1576,1579.7,1576,"1120"
"1056",2013-03-12,1591.5,1579.8,1595.6,1579.8,"160"
"1057",2013-03-13,1588.3,1592.3,1596,1585,"400"
"1058",2013-03-14,1590.6,1585.7,1587.9,1575.7,"140"
"1059",2013-03-15,1592.5,1590.5,1594.4,1590.2,"10"
"1060",2013-03-18,1604.6,1605.9,1607.7,1601.6,"610"
"1061",2013-03-19,1611.3,1613.1,1613.1,1613,"200"
"1062",2013-03-20,1607.5,1610,1613,1606.2,"10"
"1063",2013-03-21,1613.8,1612.8,1613,1611.9,"10"
"1064",2013-03-22,1606.2,1611,1611,1604.1,"100"
"1065",2013-03-25,1604.6,1607.1,1607.8,1596.1,"30"
"1066",2013-03-26,1595.8,1595.8,1595.8,1595.8,"10"
"1067",2013-03-27,1606.2,1598.5,1608.1,1590.3,"50450"
"1068",2013-03-28,1594.8,1604.7,1606.6,1593.6,"4720"
"1069",2013-04-01,1600,1596.8,1600.5,1594.8,"690"
"1070",2013-04-02,1575.1,1599.2,1602.6,1574.1,"2290"
"1071",2013-04-03,1552.8,1575.7,1576.4,1549.2,"2170"
"1072",2013-04-04,1551.8,1557.3,1557.3,1539.1,"830"
"1073",2013-04-05,1575.4,1553.2,1580.6,1550.1,"1180"
"1074",2013-04-08,1572,1575.8,1580.6,1567.6,"100"
"1075",2013-04-09,1586.2,1571.6,1589.3,1570,"220"
"1076",2013-04-10,1558.3,1584.4,1586,1557,"360"
"1077",2013-04-11,1564.3,1557.1,1566.7,1554.8,"1070"
"1078",2013-04-12,1501,1560.8,1560.8,1480.2,"880"
"1079",2013-04-15,1360.6,1478.2,1487.4,1338,"1310"
"1080",2013-04-16,1386.8,1358,1401,1323,"620"
"1081",2013-04-17,1382.2,1373.2,1394.2,1370.2,"90"
"1082",2013-04-18,1392,1347.5,1396.4,1347.5,"60"
"1083",2013-04-19,1395.3,1419.3,1420.3,1395.1,"240"
"1084",2013-04-22,1421,1406.8,1434.9,1406.8,"70"
"1085",2013-04-23,1408.6,1429.5,1429.5,1405.8,"330"
"1086",2013-04-24,1423.4,1423.2,1430.1,1420.4,"140"
"1087",2013-04-25,1461.8,1433,1458.3,1433,"220"
"1088",2013-04-26,1453.6,1467.4,1480,1451.4,"630"
"1089",2013-04-29,1467.4,1462.7,1475.5,1462.3,"270"
"1090",2013-04-30,1472.2,1471.1,1476.6,1461,"530"
"1091",2013-05-01,1446.3,1475.8,1477.1,1440,"130"
"1092",2013-05-02,1467.7,1459,1471.2,1453.5,"240"
"1093",2013-05-03,1464.3,1465.5,1487.1,1461.4,"70"
"1094",2013-05-06,1468.1,1468.1,1477.2,1466.8,"30"
"1095",2013-05-07,1449,1462,1466.2,1441.2,"90"
"1096",2013-05-08,1473.9,1455.5,1474.7,1450.7,"80"
"1097",2013-05-09,1468.8,1471.2,1473.4,1453,"30"
"1098",2013-05-10,1436.8,1455.6,1459.3,1423,"570"
"1099",2013-05-13,1434.5,1440,1440.6,1427.8,"340"
"1100",2013-05-14,1424.7,1430.1,1444.4,1422,"70"
"1101",2013-05-15,1396.5,1425.7,1425.7,1390.1,"360"
"1102",2013-05-16,1387.1,1390.4,1395.1,1370.6,"40"
"1103",2013-05-17,1364.9,1386.7,1391.1,1359.1,"50"
"1104",2013-05-20,1384.3,1342.9,1391.9,1342.9,"20"
"1105",2013-05-21,1377.8,1386.5,1392.3,1358.5,"50"
"1106",2013-05-22,1367.6,1387.2,1395.7,1364.5,"10"
"1107",2013-05-23,1392,1380.6,1394.8,1377.8,"60"
"1108",2013-05-24,1386.8,1386.8,1386.8,1386.8,"0"
"1109",2013-05-27,1395.95,1385.95,1396.15,1384.15,"-"
"1110",2013-05-28,1379.1,1380.8,1392.5,1379.8,"60"
"1111",2013-05-29,1391.3,1391.3,1391.3,1391.3,"0"
"1112",2013-05-30,1411.5,1392.1,1417.5,1388.3,"45130"
"1113",2013-05-31,1392.6,1412.4,1421.1,1384.2,"6000"
"1114",2013-06-03,1411.7,1389.1,1416.3,1388.3,"1420"
"1115",2013-06-04,1397.1,1410.9,1414.1,1389,"930"
"1116",2013-06-05,1398.4,1397.5,1410,1395.6,"1690"
"1117",2013-06-06,1415.7,1401.7,1422.7,1391.6,"780"
"1118",2013-06-07,1383,1411.5,1416.4,1377.9,"1160"
"1119",2013-06-10,1386.2,1378.8,1386.9,1375.6,"370"
"1120",2013-06-11,1377,1384.2,1384.4,1366,"480"
"1121",2013-06-12,1391.8,1375,1393.5,1373.7,"510"
"1122",2013-06-13,1377.6,1386.8,1390.9,1373.4,"460"
"1123",2013-06-14,1387.3,1383.9,1389.6,1377.8,"90"
"1124",2013-06-17,1382.8,1390.3,1390.5,1380,"110"
"1125",2013-06-18,1366.6,1383.1,1383.5,1363,"350"
"1126",2013-06-19,1373.6,1368.1,1372.7,1348.1,"200"
"1127",2013-06-20,1285.9,1348.1,1348.1,1275.4,"710"
"1128",2013-06-21,1291.6,1280.4,1300,1268.9,"460"
"1129",2013-06-24,1276.8,1297.3,1297.3,1275.7,"320"
"1130",2013-06-25,1274.8,1281.3,1286,1273.2,"950"
"1131",2013-06-26,1229.6,1273.9,1273.9,1228.8,"370"
"1132",2013-06-27,1211.4,1224.7,1241.6,1198.3,"530"
"1133",2013-06-28,1223.8,1200.9,1232.3,1183.2,"230"
"1134",2013-07-01,1255.9,1234.7,1261,1234.2,"150"
"1135",2013-07-02,1243.6,1254.1,1266.3,1241.2,"110"
"1136",2013-07-03,1252.1,1243.8,1258.2,1240.3,"20"
"1137",2013-07-04,1247.05,1254.55,1256.15,1244.45,"-"
"1138",2013-07-05,1212.9,1252.7,1254.1,1208.9,"70"
"1139",2013-07-08,1234.9,1218.8,1235.2,1215.4,"60"
"1140",2013-07-09,1245.9,1234.7,1254.5,1234.4,"30"
"1141",2013-07-10,1247.4,1244.6,1263.9,1244.6,"60"
"1142",2013-07-11,1280.1,1284.6,1285,1278.9,"20"
"1143",2013-07-12,1277.8,1282.3,1282.3,1273.3,"10"
"1144",2013-07-15,1283.8,1292.1,1292.4,1281.6,"20"
"1145",2013-07-16,1290.8,1279.4,1291.4,1279.4,"10"
"1146",2013-07-17,1277.9,1286.2,1300,1272.9,"10"
"1147",2013-07-18,1284.6,1275.3,1286.4,1275.2,"30"
"1148",2013-07-19,1293.3,1291.7,1292.2,1290,"10"
"1149",2013-07-22,1336.4,1317,1332.2,1317,"20"
"1150",2013-07-23,1335.1,1334.8,1342.3,1327.9,"10"
"1151",2013-07-24,1319.7,1342.2,1345.1,1318.6,"40"
"1152",2013-07-25,1329,1318.5,1336.8,1318.5,"60"
"1153",2013-07-26,1321.7,1326.5,1326.5,1322.4,"70"
"1154",2013-07-29,1328.4,1328.4,1328.4,1328.4,"0"
"1155",2013-07-30,1324,1327.2,1329.6,1316.2,"44770"
"1156",2013-07-31,1312.4,1325.5,1338.4,1304.9,"6250"
"1157",2013-08-01,1311,1323,1328.5,1306.9,"1560"
"1158",2013-08-02,1310.6,1306.7,1317.6,1283,"1450"
"1159",2013-08-05,1302.6,1311.2,1318.3,1297.5,"900"
"1160",2013-08-06,1283.2,1303,1305.9,1279.3,"1310"
"1161",2013-08-07,1286.1,1282.5,1288.4,1274,"990"
"1162",2013-08-08,1310.7,1283.9,1312.8,1283.7,"480"
"1163",2013-08-09,1312.9,1315.1,1315.8,1306.7,"450"
"1164",2013-08-12,1334.7,1317.2,1342.4,1317.2,"310"
"1165",2013-08-13,1321.2,1331.9,1339.1,1320.2,"210"
"1166",2013-08-14,1334,1317.7,1336.3,1317.7,"330"
"1167",2013-08-15,1361.6,1340.1,1369.6,1319.9,"240"
"1168",2013-08-16,1371.7,1366.8,1378.9,1361,"180"
"1169",2013-08-19,1366.2,1379,1384.4,1363.9,"140"
"1170",2013-08-20,1373.1,1355,1377,1355,"120"
"1171",2013-08-21,1370.6,1372.5,1377.3,1360.9,"110"
"1172",2013-08-22,1371.2,1362,1380.4,1362,"80"
"1173",2013-08-23,1395.7,1376.8,1398.2,1373.9,"180"
"1174",2013-08-26,1393,1398.6,1403,1391.3,"200"
"1175",2013-08-27,1420.6,1403.8,1421.1,1398.7,"400"
"1176",2013-08-28,1419,1417.3,1428,1415.1,"20"
"1177",2013-08-29,1412.9,1417.4,1417.4,1404.5,"380"
"1178",2013-08-30,1396.1,1407.2,1409.8,1392.3,"100"
"1179",2013-09-02,1393.7,1380.4,1398,1379.6,"-"
"1180",2013-09-03,1412,1393,1414.4,1382.3,"140"
"1181",2013-09-04,1389.9,1413,1413,1387.1,"100"
"1182",2013-09-05,1373.1,1393.5,1397.5,1367.1,"40"
"1183",2013-09-06,1386.7,1371,1390.1,1368.9,"50"
"1184",2013-09-09,1386.8,1389.8,1389.8,1386.5,"40"
"1185",2013-09-10,1364.1,1377.5,1377.5,1357.6,"20"
"1186",2013-09-11,1363.9,1365.8,1365.8,1356.7,"60"
"1187",2013-09-12,1330.4,1360,1360,1322.4,"120"
"1188",2013-09-13,1308.4,1322.9,1323,1305.3,"40"
"1189",2013-09-16,1317.9,1328.4,1329.6,1310.8,"110"
"1190",2013-09-17,1309.5,1313,1313.1,1310.2,"20"
"1191",2013-09-18,1307.8,1292.1,1347.7,1292.1,"30"
"1192",2013-09-19,1369.4,1362.9,1373,1362.9,"40"
"1193",2013-09-20,1332.5,1347.5,1347.5,1330.7,"0"
"1194",2013-09-23,1326.9,1327.1,1327.8,1317.6,"80"
"1195",2013-09-24,1316,1321.2,1324.9,1309.4,"60"
"1196",2013-09-25,1335.9,1322.7,1335.3,1322.7,"50"
"1197",2013-09-26,1323.6,1335.2,1338.3,1335.2,"10"
"1198",2013-09-27,1338.4,1321.5,1343.8,1319.7,"2990"
"1199",2013-09-30,1326.5,1345.8,1350.9,1322,"600"
"1200",2013-10-01,1286,1328,1334.2,1283.8,"820"
"1201",2013-10-02,1320.6,1288.5,1321,1280,"150"
"1202",2013-10-03,1317.4,1312,1319.5,1302.5,"220"
"1203",2013-10-04,1309.7,1316.2,1318.1,1305.7,"40"
"1204",2013-10-07,1324.8,1313.8,1325.4,1311.8,"80"
"1205",2013-10-08,1324.2,1326.5,1330,1321.2,"60"
"1206",2013-10-09,1306.9,1317.6,1319,1295.3,"140"
"1207",2013-10-10,1296.6,1303.4,1310.8,1285,"90"
"1208",2013-10-11,1268,1286.9,1291.6,1263.8,"210"
"1209",2013-10-14,1276.4,1275.8,1285.8,1272.1,"60"
"1210",2013-10-15,1273,1270.5,1284.8,1254.1,"210"
"1211",2013-10-16,1282,1282.8,1284,1269.2,"90"
"1212",2013-10-17,1322.7,1307,1320.8,1307,"70"
"1213",2013-10-18,1314.4,1318.8,1326,1312.6,"70"
"1214",2013-10-21,1315.7,1316.8,1317.7,1316.5,"20"
"1215",2013-10-22,1342.5,1313.9,1342.6,1313.9,"60"
"1216",2013-10-23,1333.9,1331.9,1333.4,1331.9,"10"
"1217",2013-10-24,1350.2,1334.5,1350.1,1334.5,"20"
"1218",2013-10-25,1352.4,1346.2,1353,1346.2,"20"
"1219",2013-10-28,1352,1351.4,1359.2,1349,"20"
"1220",2013-10-29,1345.2,1359.6,1359.7,1359.6,"10"
"1221",2013-10-30,1349,1340.8,1355.8,1335.6,"40"
"1222",2013-10-31,1323.6,1334,1334,1321.7,"60"
"1223",2013-11-01,1313.1,1325.7,1325.7,1308,"20"
"1224",2013-11-04,1314.6,1314.6,1320.5,1312.1,"40"
"1225",2013-11-05,1308,1313.3,1317.5,1306.9,"100"
"1226",2013-11-06,1317.7,1313.5,1318.6,1312.5,"10"
"1227",2013-11-07,1308.4,1323.6,1323.6,1298,"130"
"1228",2013-11-08,1284.5,1308,1308.1,1281.3,"20"
"1229",2013-11-11,1281,1281.6,1281.8,1281,"10"
"1230",2013-11-12,1271.1,1282.3,1282.3,1268.5,"0"
"1231",2013-11-13,1268.3,1274,1280.5,1271.1,"20"
"1232",2013-11-14,1286.2,1280.2,1293.3,1278.1,"30"
"1233",2013-11-15,1287.3,1287.7,1288.5,1281.5,"20"
"1234",2013-11-18,1272.2,1284.7,1284.8,1272.2,"10"
"1235",2013-11-19,1273.4,1274.2,1275.2,1271,"10"
"1236",2013-11-20,1257.9,1269,1269,1241.9,"120"
"1237",2013-11-21,1243.5,1245.7,1247.1,1236.5,"90"
"1238",2013-11-22,1244,1243.2,1247,1241.4,"80"
"1239",2013-11-25,1241.1,1231.1,1240.7,1229,"20"
"1240",2013-11-26,1241.4,1243,1243,1243,"0"
"1241",2013-11-27,1237.8,1241.6,1254.8,1235.5,"82330"
"1242",2013-11-28,1243.8,1237.9,1245.3,1236.2,"-"
"1243",2013-11-29,1250.6,1237.8,1254.5,1233.7,"9200"
"1244",2013-12-02,1222.3,1251.4,1251.5,1217.8,"4980"
"1245",2013-12-03,1221.7,1219.2,1225.7,1215.6,"1930"
"1246",2013-12-04,1248.2,1225.1,1250.4,1212.9,"1820"
"1247",2013-12-05,1233.2,1240,1241.5,1218.6,"450"
"1248",2013-12-06,1230.3,1228.7,1242,1213,"1030"
"1249",2013-12-09,1235.3,1230.2,1243.2,1229,"350"
"1250",2013-12-10,1262.4,1239,1267,1239,"880"
"1251",2013-12-11,1258.5,1261.9,1261.9,1252.1,"150"
"1252",2013-12-12,1226,1253.5,1255.4,1225.9,"610"
"1253",2013-12-13,1235.7,1226.7,1239,1222.2,"450"
"1254",2013-12-16,1245.5,1238.4,1250.6,1228.9,"240"
"1255",2013-12-17,1231.2,1237,1240.4,1231.3,"20"
"1256",2013-12-18,1236.1,1231.5,1245.1,1217,"110"
"1257",2013-12-19,1195,1226.6,1226.6,1188.7,"120"
"1258",2013-12-20,1205.1,1190.9,1207.8,1190.9,"200"
"1259",2013-12-23,1198.4,1205.2,1205.2,1195.9,"120"
"1260",2013-12-24,1205.1,1199.8,1205.6,1197.7,"180"
"1261",2013-12-26,1214.1,1207.1,1215.9,1207.1,"140"
"1262",2013-12-27,1216.1,1213.4,1218.5,1212.9,"280"
"1263",2013-12-30,1203.1,1215,1215.5,1194.4,"350"
"1264",2013-12-31,1201.9,1196.4,1212.4,1182,"120"
"1265",2014-01-01,1205.4,1203.6,1205.4,1202.8,"-"
"1266",2014-01-02,1225,1204.3,1227.3,1204.3,"210"
"1267",2014-01-03,1238.4,1221.7,1239,1221.7,"140"
"1268",2014-01-06,1237.8,1232.8,1247,1221.9,"130"
"1269",2014-01-07,1229.4,1239.3,1242.4,1226,"70"
"1270",2014-01-08,1225.3,1227.5,1227.5,1218.6,"190"
"1271",2014-01-09,1229.3,1225.8,1229,1225.8,"10"
"1272",2014-01-10,1246.7,1235,1246.8,1234,"60"
"1273",2014-01-13,1250.9,1250.6,1252.7,1245.5,"50"
"1274",2014-01-14,1245.2,1251,1251.3,1242,"40"
"1275",2014-01-15,1238.1,1243.1,1243.2,1238.2,"70"
"1276",2014-01-16,1240,1239.3,1242.8,1238.7,"50"
"1277",2014-01-17,1251.7,1239.7,1254.3,1239.7,"100"
"1278",2014-01-20,1255.1,1255.7,1257.9,1253.1,"-"
"1279",2014-01-21,1242.3,1256.4,1257.5,1240,"220"
"1280",2014-01-22,1239,1241.7,1242,1240.1,"60"
"1281",2014-01-23,1262.6,1235.2,1264.2,1235.2,"40"
"1282",2014-01-24,1264.5,1258.3,1269.4,1258.3,"40"
"1283",2014-01-27,1263.6,1259.8,1264.4,1254.4,"90"
"1284",2014-01-28,1251,1257.9,1258.4,1257.9,"20"
"1285",2014-01-29,1262.2,1262.2,1262.2,1262.2,"-"
